节省计划实例ID,被抵扣账单开始时间,被抵扣账单结束时间,节省计划类型,抵扣金额,被抵扣账单目录总价,账单抵扣率,节省计划归属账号ID,对应抵扣商品CODE,被抵扣商品,被抵扣资源实例ID,抵扣折扣,货币单位,计费项,节省计划归属账号,被抵扣资源归属账号ID,被抵扣资源归属账号

spn-cbbee29bJUSMOb3K	,2026/04/03 17:02:00	,2026/04/03 17:03:00	,sfm_GenAIBeginner_spn_cn	,0.0171168,0.0171168,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:58:00	,2026/04/03 16:59:00	,sfm_GenAIBeginner_spn_cn	,0.0942928,0.0942928,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:58:00	,2026/04/03 16:59:00	,sfm_GenAIBeginner_spn_cn	,0.01908,0.01908,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:20:00	,2026/04/03 16:21:00	,sfm_GenAIBeginner_spn_cn	,0.0876816,0.0876816,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:20:00	,2026/04/03 16:21:00	,sfm_GenAIBeginner_spn_cn	,0.013512,0.013512,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:04:00	,2026/04/03 16:05:00	,sfm_GenAIBeginner_spn_cn	,0.0012448,0.0012448,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:04:00	,2026/04/03 16:05:00	,sfm_GenAIBeginner_spn_cn	,0.0127344,0.0127344,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:03:00	,2026/04/03 16:04:00	,sfm_GenAIBeginner_spn_cn	,0.040756,0.040756,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:03:00	,2026/04/03 16:04:00	,sfm_GenAIBeginner_spn_cn	,0.0012816,0.0012816,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:02:00	,2026/04/03 16:03:00	,sfm_GenAIBeginner_spn_cn	,0.0387072,0.0387072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:02:00	,2026/04/03 16:03:00	,sfm_GenAIBeginner_spn_cn	,0.0029568,0.0029568,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:01:00	,2026/04/03 16:02:00	,sfm_GenAIBeginner_spn_cn	,0.037528,0.037528,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 16:01:00	,2026/04/03 16:02:00	,sfm_GenAIBeginner_spn_cn	,0.0012048,0.0012048,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:58:00	,2026/04/03 15:59:00	,sfm_GenAIBeginner_spn_cn	,0.0012464,0.0012464,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:58:00	,2026/04/03 15:59:00	,sfm_GenAIBeginner_spn_cn	,0.0240864,0.0240864,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:57:00	,2026/04/03 15:58:00	,sfm_GenAIBeginner_spn_cn	,0.1052072,0.1052072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:57:00	,2026/04/03 15:58:00	,sfm_GenAIBeginner_spn_cn	,0.0064752,0.0064752,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:54:00	,2026/04/03 15:55:00	,sfm_GenAIBeginner_spn_cn	,0.0012072,0.0012072,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:54:00	,2026/04/03 15:55:00	,sfm_GenAIBeginner_spn_cn	,0.0200112,0.0200112,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:51:00	,2026/04/03 15:52:00	,sfm_GenAIBeginner_spn_cn	,0.15026,0.15026,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:51:00	,2026/04/03 15:52:00	,sfm_GenAIBeginner_spn_cn	,0.0015936,0.0015936,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:39:00	,2026/04/03 15:40:00	,sfm_GenAIBeginner_spn_cn	,0.001248,0.001248,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:39:00	,2026/04/03 15:40:00	,sfm_GenAIBeginner_spn_cn	,0.0238464,0.0238464,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:37:00	,2026/04/03 15:38:00	,sfm_GenAIBeginner_spn_cn	,0.1443408,0.1443408,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:37:00	,2026/04/03 15:38:00	,sfm_GenAIBeginner_spn_cn	,0.032592,0.032592,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:36:00	,2026/04/03 15:37:00	,sfm_GenAIBeginner_spn_cn	,0.0863608,0.0863608,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:36:00	,2026/04/03 15:37:00	,sfm_GenAIBeginner_spn_cn	,0.0011568,0.0011568,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:35:00	,2026/04/03 15:36:00	,sfm_GenAIBeginner_spn_cn	,0.080112,0.080112,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:35:00	,2026/04/03 15:36:00	,sfm_GenAIBeginner_spn_cn	,0.00108,0.00108,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:34:00	,2026/04/03 15:35:00	,sfm_GenAIBeginner_spn_cn	,0.2436832,0.2436832,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:34:00	,2026/04/03 15:35:00	,sfm_GenAIBeginner_spn_cn	,0.0021552,0.0021552,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:33:00	,2026/04/03 15:34:00	,sfm_GenAIBeginner_spn_cn	,0.5627992,0.5627992,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:33:00	,2026/04/03 15:34:00	,sfm_GenAIBeginner_spn_cn	,0.0026832,0.0026832,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:32:00	,2026/04/03 15:33:00	,sfm_GenAIBeginner_spn_cn	,0.1510464,0.1510464,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:32:00	,2026/04/03 15:33:00	,sfm_GenAIBeginner_spn_cn	,0.0016752,0.0016752,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:31:00	,2026/04/03 15:32:00	,sfm_GenAIBeginner_spn_cn	,0.0662464,0.0662464,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:31:00	,2026/04/03 15:32:00	,sfm_GenAIBeginner_spn_cn	,0.0006624,0.0006624,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:30:00	,2026/04/03 15:31:00	,sfm_GenAIBeginner_spn_cn	,0.2016752,0.2016752,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:30:00	,2026/04/03 15:31:00	,sfm_GenAIBeginner_spn_cn	,0.0032304,0.0032304,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:29:00	,2026/04/03 15:30:00	,sfm_GenAIBeginner_spn_cn	,0.3903664,0.3903664,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:29:00	,2026/04/03 15:30:00	,sfm_GenAIBeginner_spn_cn	,0.0049872,0.0049872,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:20:00	,2026/04/03 15:21:00	,sfm_GenAIBeginner_spn_cn	,0.0482,0.0482,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:20:00	,2026/04/03 15:21:00	,sfm_GenAIBeginner_spn_cn	,0.0018384,0.0018384,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:19:00	,2026/04/03 15:20:00	,sfm_GenAIBeginner_spn_cn	,0.195736,0.195736,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:19:00	,2026/04/03 15:20:00	,sfm_GenAIBeginner_spn_cn	,0.00276,0.00276,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:17:00	,2026/04/03 15:18:00	,sfm_GenAIBeginner_spn_cn	,0.0471992,0.0471992,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:17:00	,2026/04/03 15:18:00	,sfm_GenAIBeginner_spn_cn	,0.001536,0.001536,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:16:00	,2026/04/03 15:17:00	,sfm_GenAIBeginner_spn_cn	,0.190164,0.190164,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:16:00	,2026/04/03 15:17:00	,sfm_GenAIBeginner_spn_cn	,0.0063024,0.0063024,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:13:00	,2026/04/03 15:14:00	,sfm_GenAIBeginner_spn_cn	,0.0849312,0.0849312,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:13:00	,2026/04/03 15:14:00	,sfm_GenAIBeginner_spn_cn	,0.0008208,0.0008208,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:05:00	,2026/04/03 15:06:00	,sfm_GenAIBeginner_spn_cn	,0.0443488,0.0443488,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:05:00	,2026/04/03 15:06:00	,sfm_GenAIBeginner_spn_cn	,0.0004224,0.0004224,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:04:00	,2026/04/03 15:05:00	,sfm_GenAIBeginner_spn_cn	,0.0439384,0.0439384,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:04:00	,2026/04/03 15:05:00	,sfm_GenAIBeginner_spn_cn	,0.0003504,0.0003504,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:03:00	,2026/04/03 15:04:00	,sfm_GenAIBeginner_spn_cn	,0.0876464,0.0876464,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:03:00	,2026/04/03 15:04:00	,sfm_GenAIBeginner_spn_cn	,0.0007008,0.0007008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:02:00	,2026/04/03 15:03:00	,sfm_GenAIBeginner_spn_cn	,0.0873392,0.0873392,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:02:00	,2026/04/03 15:03:00	,sfm_GenAIBeginner_spn_cn	,0.0007008,0.0007008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:01:00	,2026/04/03 15:02:00	,sfm_GenAIBeginner_spn_cn	,0.087032,0.087032,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:01:00	,2026/04/03 15:02:00	,sfm_GenAIBeginner_spn_cn	,0.0007008,0.0007008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:00:00	,2026/04/03 15:01:00	,sfm_GenAIBeginner_spn_cn	,0.0867248,0.0867248,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 15:00:00	,2026/04/03 15:01:00	,sfm_GenAIBeginner_spn_cn	,0.0007008,0.0007008,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:59:00	,2026/04/03 15:00:00	,sfm_GenAIBeginner_spn_cn	,0.0432472,0.0432472,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_input_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
spn-cbbee29bJUSMOb3K	,2026/04/03 14:59:00	,2026/04/03 15:00:00	,sfm_GenAIBeginner_spn_cn	,0.0003504,0.0003504,1,1797057687157191	,sfm_inference_public_cn	,百炼大模型推理	,4340067;llm-d1yirzwdyvdjdoo7;qwen3.5-plus;context_0-128k_output_token;;0	,1,CNY	,文本用量	,taocui@alcatel-lucent.com	,1797057687157191	,taocui@alcatel-lucent.com	
